""	"SRR1777612_1"	"SRR1777613_1"	"SRR1777614_1"	"SRR1777615_1"	"SRR1777616_1"	"SRR1777617_1"
"Ucma"	1	0	0	0	1	0
"Ucn"	3	0	1	0	0	1
"Ucn2"	2	0	4	1	1	1
"Ucn3"	1	0	0	1	0	1
"Ucp1"	0	0	0	0	0	0
"Ucp2"	22942	28241	19773	28682	20238	27170
"Ucp3"	374	76	78	4	28	41
"Uevld"	1015	988	766	1195	1051	1283
"Ufc1"	2670	2774	1893	2903	2548	3305
"Ufd1l"	2181	2092	1568	1995	1971	2328
"Ufl1"	1523	1565	1049	1505	1520	1750
"Ufm1"	3015	3406	2257	3309	2751	3695
"Ufsp1"	312	328	269	236	202	351
"Ufsp2"	1802	1916	1338	2050	1433	2019
"Ugcg"	4504	5156	3236	4796	4621	5128
"Ugdh"	7366	8550	5643	9670	7054	10844
"Uggt1"	4646	5714	3675	5623	3799	5197
"Uggt2"	274	175	148	187	198	195
"Ugp2"	9729	8504	6024	7707	6677	8992
"Ugt1a1"	302	225	267	196	231	238
"Ugt1a10"	0	0	0	0	0	0
"Ugt1a2"	0	0	0	0	0	2
"Ugt1a5"	0	0	0	0	0	1
"Ugt1a6a"	127	151	89	161	113	176
"Ugt1a6b"	2	2	2	2	2	0
"Ugt1a7c"	2709	3445	2119	4048	2340	3856
"Ugt1a9"	1	0	0	2	1	0
"Ugt2a1"	1	3	0	0	1	1
"Ugt2a2"	0	0	0	0	0	0
"Ugt2a3"	0	0	0	0	0	0
"Ugt2b1"	4	8	4	2	7	6
"Ugt2b34"	11767	14653	9004	15492	10705	15182
"Ugt2b35"	1020	1245	798	1483	961	1307
"Ugt2b36"	4	0	2	2	2	1
"Ugt2b37"	0	0	0	0	0	0
"Ugt2b38"	0	0	0	0	0	0
"Ugt2b5"	0	0	0	1	0	0
"Ugt3a1"	0	0	0	0	1	1
"Ugt3a2"	0	0	0	0	0	0
"Ugt8a"	33	29	21	6	31	24
"Uhmk1"	580	703	447	782	513	762
"Uhrf1"	1508	2185	1538	1860	1522	1917
"Uhrf1bp1"	829	763	593	737	645	812
"Uhrf1bp1l"	3123	3693	2454	3414	2759	3697
"Uhrf2"	2595	3016	1888	3407	2389	3195
"Uimc1"	1358	1470	1028	1417	1245	1680
"Ulbp1"	87	150	81	143	68	135
"Ulk1"	3168	2644	2341	2846	2452	3078
"Ulk2"	2136	1697	1266	1582	1595	1845
"Ulk3"	479	582	371	564	543	760
"Ulk4"	84	75	57	88	61	82
"Umad1"	1187	1520	845	1602	1142	1540
"Umod"	0	0	0	1	0	0
"Umodl1"	1	1	1	0	1	1
"Umps"	1338	1546	957	1466	1137	1401
"Unc119"	2743	3123	2039	3070	2202	3446
"Unc119b"	2498	2818	2053	3007	1952	2718
"Unc13a"	84	61	66	64	70	87
"Unc13b"	2665	3519	1998	3321	2419	3291
"Unc13c"	21	14	11	7	22	8
"Unc13d"	297	345	174	398	233	360
"Unc45a"	2969	2701	2119	2669	2239	3036
"Unc45b"	815	298	273	124	269	207
"Unc50"	2167	2110	1497	2159	1814	2267
"Unc5a"	200	190	126	247	193	220
"Unc5b"	4043	4624	3155	5221	3985	6079
"Unc5c"	138	133	103	133	143	145
"Unc5cl"	460	605	352	534	371	621
"Unc5d"	20	12	26	16	14	18
"Unc79"	21	26	17	31	13	32
"Unc80"	108	75	58	94	95	117
"Unc93a"	22	4	10	1	14	19
"Unc93b1"	2925	3135	2132	3053	2329	2574
"Uncx"	1	5	2	1	6	0
"Ung"	537	715	481	524	456	543
"Unk"	833	953	672	969	799	965
"Unkl"	646	691	502	731	571	712
"Uox"	27	75	47	62	55	69
"Upb1"	277	307	177	383	279	369
"Upf1"	3788	4445	3099	4690	3345	4903
"Upf2"	2101	2116	1392	2255	1827	2504
"Upf3a"	1293	1363	877	1513	1565	1772
"Upf3b"	1015	1092	802	1170	1033	1292
"Upk1a"	358	332	264	384	391	530
"Upk1b"	23	33	30	33	22	35
"Upk2"	1	2	1	0	1	1
"Upk3a"	0	1	0	0	4	0
"Upk3b"	0	4	0	1	0	0
"Upk3bl"	12	6	32	7	15	12
"Upp1"	1347	1974	1156	2054	1267	2245
"Upp2"	10	6	1	4	2	6
"Uprt"	197	254	142	243	206	252
"Uqcc1"	1958	1942	1298	2102	1529	2143
"Uqcc2"	1842	1531	1190	1581	1278	2056
"Uqcc3"	891	815	689	941	796	1028
"Uqcr10"	8318	9091	5978	9089	6689	10371
"Uqcr11"	6885	6641	4536	6353	4408	7616
"Uqcrb"	8408	9116	5553	9483	7407	10453
"Uqcrc1"	13332	13397	9297	14005	10516	15565
"Uqcrc2"	13047	14457	9078	14763	10740	16057
"Uqcrfs1"	7908	7792	5536	8194	6534	9576
"Uqcrh"	10838	11661	7413	11144	8100	12760
"Uqcrq"	6331	6541	4289	6048	4466	7263
"Urad"	0	0	0	0	0	0
"Urah"	291	360	235	396	245	377
"Urb1"	428	499	265	477	362	431
"Urb2"	798	876	673	773	670	1049
"Urgcp"	2557	2715	1861	2566	1841	2704
"Uri1"	2542	2450	1943	2330	2280	2566
"Urm1"	1193	1262	918	1217	1071	1487
"Uroc1"	2	0	1	0	0	1
"Urod"	1903	1734	1290	1850	1419	1865
"Uros"	399	369	300	434	292	435
"Usb1"	847	975	664	1033	693	1020
"Use1"	3308	3477	2371	3322	3009	3712
"Usf1"	2095	2378	1515	2230	2058	2696
"Usf2"	3150	3209	2349	3217	2778	3636
"Ush1c"	4321	6278	3744	6403	4618	6520
"Ush1g"	8	3	2	1	8	2
"Ush2a"	0	0	0	0	0	3
"Ushbp1"	333	239	209	159	202	156
"Usmg5"	4338	4625	2942	4383	3318	4936
"Uso1"	4431	4701	3090	4629	3729	5129
"Usp1"	2305	2741	1933	2537	2098	2772
"Usp10"	2375	2538	1821	2510	1845	2851
"Usp11"	245	194	177	204	187	244
"Usp12"	4656	5596	3556	5303	3714	5572
"Usp13"	1185	504	426	143	427	519
"Usp14"	2253	2221	1524	2261	1732	2375
"Usp15"	3597	3726	2514	3482	3073	3938
"Usp16"	1893	2176	1360	2193	1655	2361
"Usp17la"	17	21	17	28	24	27
"Usp17lb"	0	0	0	0	0	0
"Usp17lc"	0	0	0	0	0	0
"Usp17ld"	0	0	0	0	0	0
"Usp17le"	0	0	0	0	0	0
"Usp18"	93	75	65	83	76	80
"Usp19"	4794	5090	3657	5203	4476	6012
"Usp2"	1693	1367	1024	941	833	1373
"Usp20"	1220	1062	887	1055	835	1071
"Usp21"	1138	1135	850	1168	852	1228
"Usp22"	3412	3617	2594	3684	2700	3486
"Usp24"	2645	2970	1969	2893	2084	2837
"Usp25"	4349	4195	3053	3586	3073	3472
"Usp26"	0	0	0	0	0	0
"Usp27x"	80	72	76	118	67	89
"Usp28"	1794	1985	1285	1991	1413	1774
"Usp29"	9	2	8	8	13	5
"Usp3"	2427	2913	1889	3290	2379	3061
"Usp30"	639	742	474	935	606	866
"Usp31"	777	619	555	689	564	617
"Usp32"	1984	2223	1573	2098	1543	2197
"Usp33"	2729	3178	2060	3335	2297	3037
"Usp34"	4317	5066	3287	5102	3486	4922
"Usp35"	284	217	206	183	172	190
"Usp36"	1222	1455	923	1438	1272	1573
"Usp37"	1344	1667	1046	1517	1069	1770
"Usp38"	1887	1824	1350	1820	1299	1949
"Usp39"	999	1040	785	991	707	1061
"Usp4"	5399	5742	4022	5651	4597	6465
"Usp40"	900	986	651	1009	784	1033
"Usp42"	951	951	601	936	904	1056
"Usp43"	1235	1655	995	1674	1171	1856
"Usp44"	0	1	1	0	0	3
"Usp45"	1046	1142	735	1093	819	1135
"Usp46"	1268	1230	1007	1249	898	1391
"Usp47"	6634	6758	4539	6550	5101	6993
"Usp48"	2352	2466	1883	2487	2108	2581
"Usp49"	953	1235	793	1205	732	1035
"Usp5"	3340	3673	2608	3622	2992	4099
"Usp50"	0	0	0	0	1	3
"Usp51"	4	1	1	1	1	1
"Usp53"	3059	4356	2416	4029	2857	3596
"Usp54"	948	863	697	755	674	824
"Usp6nl"	1812	2337	1343	1898	1471	2023
"Usp7"	7217	7910	5175	7514	5839	8205
"Usp8"	3159	3417	2367	3405	2780	3581
"Usp9x"	6322	7122	4591	6922	5600	7212
"Usp9y"	0	0	0	0	0	0
"Uspl1"	1010	1074	709	984	893	1108
"Ust"	191	154	105	124	162	141
"Utf1"	0	0	1	2	0	0
"Utp11l"	1677	1797	1284	1771	1395	2021
"Utp14a"	857	843	598	898	752	960
"Utp14b"	902	1399	776	906	1170	1117
"Utp15"	764	812	561	925	599	1004
"Utp18"	874	962	662	798	755	956
"Utp20"	2184	2843	1668	3464	2592	3824
"Utp23"	479	409	384	532	396	534
"Utp3"	1920	1880	1504	1911	1623	2244
"Utp6"	2194	2204	1670	2146	1835	2478
"Utrn"	4445	4135	3298	5044	4228	4875
"Uts2"	0	0	0	0	1	0
"Uts2b"	0	3	1	0	1	0
"Uts2r"	3	1	1	0	0	0
"Uty"	1035	1138	752	1279	876	1138
"Uvrag"	1484	1274	1042	1244	1071	1271
"Uvssa"	807	890	551	890	974	991
"Uxs1"	1170	1312	882	1175	947	1311
"Uxt"	557	577	396	552	463	709
"V1ra8"	0	0	0	0	0	0
"V1rd18"	0	0	0	0	0	0
"V1rd19"	0	0	0	0	0	0
"Vac14"	1127	1279	887	1296	1060	1415
"Vamp1"	721	559	438	381	553	606
"Vamp2"	3327	2882	2463	2816	2790	3374
"Vamp3"	4749	5391	3782	5156	4136	5784
"Vamp4"	973	927	696	1056	778	1010
"Vamp5"	402	218	174	185	199	204
"Vamp7"	0	0	0	0	0	0
"Vamp8"	4418	4926	3266	5080	3952	6010
"Vangl1"	1023	833	690	931	797	882
"Vangl2"	148	150	132	146	87	121
"Vapa"	5808	6819	4580	6398	4694	6875
"Vapb"	6629	6458	4657	6618	5585	7071
"Vars"	3434	3707	2621	4027	2804	3944
"Vars2"	945	1191	859	1304	934	1271
"Vash1"	684	518	421	446	432	422
"Vash2"	74	59	43	50	38	39
"Vasn"	934	692	616	545	673	646
"Vasp"	14708	18401	12021	17312	12342	19202
"Vat1"	7076	6147	5275	5249	4929	5864
"Vat1l"	764	498	479	409	564	697
"Vaultrc5"	0	0	0	3	0	0
"Vav1"	600	585	401	628	388	517
"Vav2"	422	523	352	352	407	347
"Vav3"	712	475	453	506	459	728
"Vax1"	1	0	0	0	0	0
"Vax2"	14	14	14	24	10	22
"Vax2os"	0	0	1	0	1	0
"Vbp1"	1544	1486	1078	1683	1443	1662
"Vcam1"	1110	1034	812	816	686	648
"Vcan"	2171	2006	1414	1832	1489	1401
"Vcl"	10963	9144	7841	8367	8513	9974
"Vcp"	15452	15708	11404	15535	12224	17164
"Vcpip1"	1785	2148	1374	2135	1733	2057
"Vcpkmt"	233	225	161	243	166	260
"Vdac1"	20288	19652	14306	19466	15520	21868
"Vdac2"	16057	19178	12307	18012	14288	20192
"Vdac3"	9828	11094	6788	10899	8261	12054
"Vdr"	12577	16919	11077	18523	13410	17984
"Vegfa"	2237	2158	1590	1871	2341	2399
"Vegfb"	1125	836	743	752	730	947
"Vegfc"	488	437	373	515	419	474
"Veph1"	28	37	28	33	42	45
"Vezf1"	4147	4039	3037	3739	3501	3929
"Vezt"	1141	999	709	967	723	1066
"Vgf"	92	72	80	57	67	100
"Vgll1"	0	0	0	0	0	0
"Vgll2"	68	39	16	0	28	26
"Vgll3"	519	322	375	357	279	277
"Vgll4"	783	803	576	804	656	798
"Vhl"	1267	1410	867	1138	983	1274
"Vil1"	17824	25957	15852	26222	16221	25216
"Vill"	498	721	375	582	401	573
"Vim"	21462	18801	15794	14380	14276	12552
"Vimp"	2219	2365	1715	2437	2008	2593
"Vip"	2197	1358	1313	1194	1597	1558
"Vipas39"	1592	1859	1084	2112	1452	2037
"Vipr1"	8616	11653	6385	12839	8936	12159
"Vipr2"	384	251	278	198	297	238
"Vit"	288	189	207	198	226	183
"Vkorc1"	1302	1184	915	1249	970	1236
"Vkorc1l1"	2775	3106	2153	2772	2091	3067
"Vldlr"	1209	1000	680	737	666	844
"Vma21"	1535	1660	1152	1551	1307	1616
"Vmac"	1139	1148	721	1163	837	1160
"Vmn1r-ps103"	0	0	0	0	0	0
"Vmn1r-ps79"	0	0	0	0	0	0
"Vmn1r1"	0	0	0	0	0	0
"Vmn1r10"	0	0	0	0	0	0
"Vmn1r100"	0	0	0	0	0	0
"Vmn1r101"	0	0	0	0	0	0
"Vmn1r103"	0	0	0	0	0	0
"Vmn1r104"	0	0	0	0	0	0
"Vmn1r107"	0	0	0	0	0	0
"Vmn1r11"	0	0	0	0	0	0
"Vmn1r111"	0	0	0	0	0	0
"Vmn1r112"	0	0	0	0	0	0
"Vmn1r113"	0	0	0	0	0	0
"Vmn1r114"	0	0	0	0	0	0
"Vmn1r115"	0	0	0	0	0	0
"Vmn1r116"	0	0	0	0	0	0
"Vmn1r117"	0	0	0	0	0	0
"Vmn1r118"	0	0	0	0	0	0
"Vmn1r119"	0	0	0	0	0	0
"Vmn1r12"	0	0	0	0	0	0
"Vmn1r120"	0	0	0	0	0	0
"Vmn1r121"	0	0	0	0	0	0
"Vmn1r122"	0	0	0	0	0	0
"Vmn1r123"	0	0	0	0	0	0
"Vmn1r124"	0	0	0	0	0	0
"Vmn1r125"	0	0	0	0	0	0
"Vmn1r126"	0	0	0	0	0	0
"Vmn1r127"	0	0	0	0	0	0
"Vmn1r128"	0	0	0	0	0	0
"Vmn1r129"	0	0	0	0	0	0
"Vmn1r13"	0	0	0	0	0	0
"Vmn1r130"	0	0	0	0	0	0
"Vmn1r131"	0	0	0	0	0	0
"Vmn1r132"	0	0	0	0	0	0
"Vmn1r135"	0	0	0	0	0	0
"Vmn1r137"	0	0	0	0	0	0
"Vmn1r138"	0	0	0	0	0	0
"Vmn1r139"	0	0	0	0	0	0
"Vmn1r14"	0	0	0	0	0	0
"Vmn1r142"	0	0	0	0	0	0
"Vmn1r143"	0	0	0	0	0	0
"Vmn1r148"	0	1	0	1	0	0
"Vmn1r149"	0	0	0	0	0	0
"Vmn1r15"	0	0	0	0	0	0
"Vmn1r151"	0	0	0	0	0	0
"Vmn1r152"	0	0	0	0	0	0
"Vmn1r155"	0	0	0	0	0	0
"Vmn1r157"	0	0	0	0	0	0
"Vmn1r158"	0	0	0	0	0	0
"Vmn1r159"	0	0	0	0	0	0
"Vmn1r16"	0	0	0	0	0	0
"Vmn1r160"	0	0	0	0	0	0
"Vmn1r163"	0	0	0	0	0	0
"Vmn1r165"	0	0	0	0	0	0
"Vmn1r166"	0	0	0	0	0	0
"Vmn1r167"	0	0	0	0	0	0
"Vmn1r168"	0	0	0	0	0	0
"Vmn1r169"	0	0	0	0	0	0
"Vmn1r17"	0	0	0	0	0	0
"Vmn1r170"	0	0	0	0	0	0
"Vmn1r171"	0	0	0	0	0	0
"Vmn1r172"	0	0	0	0	0	0
"Vmn1r173"	0	0	0	0	0	0
"Vmn1r174"	0	0	0	0	0	0
"Vmn1r175"	0	0	0	0	0	0
"Vmn1r176"	0	0	0	0	0	0
"Vmn1r177"	0	0	0	0	0	0
"Vmn1r178"	0	0	0	0	0	0
"Vmn1r179"	0	0	0	0	0	0
"Vmn1r18"	0	0	0	0	0	0
"Vmn1r180"	0	0	0	0	0	0
"Vmn1r181"	0	0	0	0	0	0
"Vmn1r183"	0	0	0	0	0	0
"Vmn1r184"	0	0	0	0	0	0
"Vmn1r185"	0	0	0	0	0	0
"Vmn1r186"	0	0	0	0	0	0
"Vmn1r187"	0	0	0	0	0	0
"Vmn1r188"	0	0	0	0	0	0
"Vmn1r189"	0	0	0	0	0	0
"Vmn1r19"	0	0	0	0	0	0
"Vmn1r191"	0	0	0	0	0	0
"Vmn1r192"	0	0	0	0	0	0
"Vmn1r193"	0	0	0	0	0	0
"Vmn1r194"	0	0	0	0	0	0
"Vmn1r195"	0	0	0	0	0	0
"Vmn1r196"	0	0	0	0	0	0
"Vmn1r197"	0	0	0	0	0	0
"Vmn1r198"	0	0	0	0	0	0
"Vmn1r199"	0	0	0	0	0	0
"Vmn1r2"	0	0	0	0	0	0
"Vmn1r20"	0	0	0	0	0	0
"Vmn1r200"	0	0	0	0	0	0
"Vmn1r201"	0	0	0	0	0	0
"Vmn1r202"	0	0	0	0	0	0
"Vmn1r203"	0	0	0	0	0	0
"Vmn1r204"	0	0	0	0	0	0
"Vmn1r205"	0	0	0	0	0	0
"Vmn1r206"	0	0	0	0	0	0
"Vmn1r207-ps"	0	0	0	0	0	0
"Vmn1r208"	0	0	0	0	0	0
"Vmn1r209"	0	0	0	0	0	0
"Vmn1r21"	0	0	0	0	0	0
"Vmn1r210"	0	0	0	0	0	0
"Vmn1r211"	0	0	0	0	0	0
"Vmn1r212"	0	0	0	0	0	0
"Vmn1r213"	0	0	0	0	0	0
"Vmn1r214"	0	0	0	0	0	0
"Vmn1r215"	0	0	0	0	0	0
"Vmn1r216"	0	0	0	0	0	0
"Vmn1r217"	0	0	0	0	0	0
"Vmn1r218"	0	0	1	0	0	0
"Vmn1r219"	0	0	0	0	0	0
"Vmn1r22"	0	0	0	0	0	0
"Vmn1r220"	0	0	0	0	0	0
"Vmn1r221"	0	0	0	0	0	0
"Vmn1r222"	0	0	0	0	0	0
"Vmn1r223"	0	0	0	0	0	0
"Vmn1r224"	0	0	0	0	0	0
"Vmn1r225"	0	0	0	0	0	0
"Vmn1r226"	0	0	0	0	0	0
"Vmn1r227"	0	0	0	0	0	0
"Vmn1r228"	0	0	0	0	0	0
"Vmn1r229"	0	0	0	0	0	0
"Vmn1r23"	0	0	0	0	0	0
"Vmn1r230"	0	0	0	0	0	0
"Vmn1r231"	0	0	0	0	0	0
"Vmn1r232"	0	0	0	0	0	0
"Vmn1r233"	0	0	0	0	0	0
"Vmn1r234"	0	0	0	0	0	0
"Vmn1r235"	0	0	0	0	0	0
"Vmn1r236"	0	0	0	0	0	0
"Vmn1r237"	0	0	0	0	0	0
"Vmn1r238"	0	0	0	0	0	0
"Vmn1r24"	0	0	0	0	0	0
"Vmn1r25"	0	0	0	0	0	0
"Vmn1r26"	0	0	0	0	0	0
"Vmn1r27"	0	0	0	0	0	0
"Vmn1r28"	0	0	0	0	0	0
"Vmn1r29"	0	0	0	0	0	0
"Vmn1r3"	0	0	0	0	0	0
"Vmn1r30"	0	0	0	0	0	0
"Vmn1r31"	0	0	0	0	0	0
"Vmn1r32"	0	0	0	1	0	0
"Vmn1r33"	0	0	0	0	0	0
"Vmn1r34"	0	0	0	0	0	0
"Vmn1r35"	0	0	0	0	0	0
"Vmn1r36"	0	0	0	0	0	0
"Vmn1r37"	0	0	0	0	0	0
"Vmn1r38"	0	0	0	0	0	0
"Vmn1r39"	0	0	0	0	0	0
"Vmn1r4"	1	0	0	0	0	0
"Vmn1r40"	0	0	0	0	0	0
"Vmn1r41"	0	0	0	0	0	0
"Vmn1r42"	0	0	0	0	0	0
"Vmn1r43"	0	0	0	0	0	0
"Vmn1r44"	0	0	0	0	0	0
"Vmn1r45"	0	0	0	2	1	0
"Vmn1r46"	0	0	0	0	0	0
"Vmn1r47"	0	1	0	0	0	0
"Vmn1r48"	0	0	0	1	0	0
"Vmn1r49"	0	0	0	0	0	0
"Vmn1r5"	0	1	0	0	0	0
"Vmn1r50"	0	0	0	0	0	0
"Vmn1r51"	0	0	0	1	0	0
"Vmn1r52"	0	0	0	0	0	0
"Vmn1r53"	0	2	0	4	1	0
"Vmn1r54"	0	0	0	0	0	0
"Vmn1r55"	0	0	0	0	0	0
"Vmn1r56"	0	0	0	0	0	0
"Vmn1r57"	0	0	0	0	0	0
"Vmn1r58"	201	229	139	230	192	233
"Vmn1r59"	0	0	0	0	0	0
"Vmn1r6"	0	0	0	0	0	0
"Vmn1r60"	0	0	0	0	0	0
"Vmn1r61"	0	0	0	0	0	0
"Vmn1r62"	0	0	0	0	0	0
"Vmn1r63"	0	0	0	0	0	0
"Vmn1r64"	0	0	0	0	0	0
"Vmn1r65"	41	35	13	34	31	43
"Vmn1r66"	0	0	0	0	0	0
"Vmn1r67"	0	0	0	0	0	0
"Vmn1r68"	0	0	0	0	0	0
"Vmn1r69"	0	0	0	0	0	0
"Vmn1r7"	0	0	0	0	0	0
"Vmn1r70"	0	0	0	0	0	0
"Vmn1r71"	0	0	0	0	0	0
"Vmn1r72"	0	0	0	0	0	0
"Vmn1r73"	0	0	0	0	0	0
"Vmn1r74"	0	0	0	0	0	0
"Vmn1r75"	0	0	0	0	0	0
"Vmn1r76"	0	0	0	0	0	0
"Vmn1r77"	0	0	0	0	0	0
"Vmn1r78"	0	0	0	0	0	0
"Vmn1r79"	0	0	0	0	0	0
"Vmn1r8"	0	0	0	0	0	0
"Vmn1r80"	0	0	0	0	0	0
"Vmn1r81"	0	0	0	0	0	0
"Vmn1r82"	0	0	0	0	0	0
"Vmn1r83"	0	0	0	0	0	0
"Vmn1r84"	0	0	0	0	0	0
"Vmn1r85"	0	0	0	0	0	0
"Vmn1r86"	0	0	0	0	0	0
"Vmn1r87"	0	0	0	0	0	0
"Vmn1r88"	0	0	0	0	0	0
"Vmn1r89"	0	0	0	0	0	0
"Vmn1r9"	0	0	0	0	0	0
"Vmn1r90"	0	0	0	0	0	0
"Vmn1r91"	1	1	0	1	0	1
"Vmn1r93"	0	0	0	0	0	0
"Vmn1r94"	0	0	0	0	0	0
"Vmn1r95"	0	0	0	0	0	0
"Vmn2r-ps11"	0	0	0	0	0	0
"Vmn2r-ps129"	15	19	9	18	23	19
"Vmn2r-ps159"	0	0	0	0	0	0
"Vmn2r-ps54"	0	0	0	0	0	0
"Vmn2r-ps60"	0	0	0	0	0	0
"Vmn2r1"	5	3	0	0	0	0
"Vmn2r10"	0	0	0	0	0	0
"Vmn2r100"	0	0	0	0	0	0
"Vmn2r101"	0	0	0	0	0	0
"Vmn2r102"	0	0	0	0	0	0
"Vmn2r103"	0	0	0	0	0	0
"Vmn2r104"	0	0	0	0	0	0
"Vmn2r105"	0	0	0	0	0	0
"Vmn2r106"	0	0	0	0	0	0
"Vmn2r107"	0	0	0	0	0	0
"Vmn2r108"	0	0	0	0	0	0
"Vmn2r109"	0	0	0	0	0	0
"Vmn2r11"	0	0	0	0	0	0
"Vmn2r110"	0	0	0	0	0	0
"Vmn2r111"	0	0	0	0	0	0
"Vmn2r112"	0	0	0	0	0	0
"Vmn2r113"	0	0	0	0	0	0
"Vmn2r114"	0	0	0	0	0	0
"Vmn2r115"	0	0	0	0	0	0
"Vmn2r116"	0	0	0	0	0	0
"Vmn2r117"	0	0	0	0	0	0
"Vmn2r118"	0	0	0	0	0	0
"Vmn2r12"	0	0	0	0	0	0
"Vmn2r120"	1	1	0	0	0	0
"Vmn2r121"	0	0	0	0	0	0
"Vmn2r122"	0	0	0	0	0	0
"Vmn2r123"	0	0	0	0	0	0
"Vmn2r124"	0	0	0	0	0	0
"Vmn2r13"	0	0	0	0	0	0
"Vmn2r14"	0	0	0	0	0	0
"Vmn2r15"	0	0	0	0	0	0
"Vmn2r16"	0	0	0	0	0	0
"Vmn2r17"	0	0	0	0	0	0
"Vmn2r18"	2	0	1	1	3	1
"Vmn2r19"	0	0	0	0	0	0
"Vmn2r2"	0	0	0	0	0	0
"Vmn2r20"	0	0	0	0	0	0
"Vmn2r21"	0	0	0	0	0	0
"Vmn2r22"	0	0	0	0	0	0
"Vmn2r23"	0	0	0	0	0	0
"Vmn2r24"	0	0	0	0	0	0
"Vmn2r25"	0	0	0	0	0	0
"Vmn2r26"	0	0	0	1	0	0
"Vmn2r27"	0	0	0	0	0	0
"Vmn2r28"	0	0	0	0	0	0
"Vmn2r29"	58	57	39	65	33	41
"Vmn2r3"	0	0	0	0	0	0
"Vmn2r30"	0	0	0	0	0	0
"Vmn2r31"	0	0	0	0	0	0
"Vmn2r32"	0	0	0	0	0	0
"Vmn2r33"	0	0	0	0	0	0
"Vmn2r34"	0	0	0	0	0	0
"Vmn2r35"	0	0	0	0	0	0
"Vmn2r36"	0	0	0	0	0	0
"Vmn2r37"	0	0	0	0	0	1
"Vmn2r38"	0	0	0	0	0	0
"Vmn2r39"	0	0	0	0	0	0
"Vmn2r4"	0	0	0	0	0	0
"Vmn2r40"	0	0	0	0	0	0
"Vmn2r41"	0	0	0	0	0	0
"Vmn2r42"	0	0	0	0	0	0
"Vmn2r43"	0	0	0	0	0	0
"Vmn2r44"	0	0	0	0	0	0
"Vmn2r45"	0	0	0	0	0	0
"Vmn2r46"	0	0	0	0	0	0
"Vmn2r47"	0	0	0	0	0	0
"Vmn2r48"	0	0	0	0	0	0
"Vmn2r49"	0	0	0	0	0	0
"Vmn2r5"	0	0	0	0	0	0
"Vmn2r50"	0	0	0	0	0	0
"Vmn2r51"	0	0	0	0	0	0
"Vmn2r52"	0	0	0	0	0	0
"Vmn2r53"	0	0	0	0	0	0
"Vmn2r54"	0	0	0	0	0	0
"Vmn2r55"	2	5	3	4	6	3
"Vmn2r56"	0	0	0	0	0	0
"Vmn2r57"	1	1	2	0	0	4
"Vmn2r58"	0	0	0	0	0	0
"Vmn2r59"	0	0	0	0	0	0
"Vmn2r6"	0	0	0	0	0	0
"Vmn2r60"	0	0	0	0	0	0
"Vmn2r61"	0	0	0	0	0	0
"Vmn2r62"	0	0	0	0	0	0
"Vmn2r63"	0	0	0	0	0	0
"Vmn2r65"	0	0	0	0	0	0
"Vmn2r66"	0	0	0	0	0	0
"Vmn2r67"	0	0	0	0	0	0
"Vmn2r68"	0	0	0	0	0	0
"Vmn2r69"	0	0	0	0	0	0
"Vmn2r7"	0	0	0	0	0	0
"Vmn2r70"	0	0	0	0	0	0
"Vmn2r71"	0	0	0	0	0	0
"Vmn2r72"	0	0	0	0	0	0
"Vmn2r73"	0	0	0	0	0	0
"Vmn2r74"	0	0	0	0	0	0
"Vmn2r75"	0	0	0	0	0	0
"Vmn2r76"	0	0	0	0	0	0
"Vmn2r77"	0	0	0	0	0	0
"Vmn2r78"	0	0	0	0	0	0
"Vmn2r79"	0	0	0	0	0	0
"Vmn2r8"	0	0	0	0	0	0
"Vmn2r80"	0	0	0	0	0	0
"Vmn2r81"	0	0	0	0	0	0
"Vmn2r82"	0	0	0	0	0	0
"Vmn2r83"	0	0	0	0	0	0
"Vmn2r84"	0	0	0	0	0	0
"Vmn2r85"	0	0	0	0	0	0
"Vmn2r86"	0	0	0	0	0	0
"Vmn2r87"	0	0	0	0	0	0
"Vmn2r88"	0	0	0	0	0	0
"Vmn2r89"	0	0	0	0	0	0
"Vmn2r9"	0	0	0	0	0	0
"Vmn2r90"	0	0	0	0	0	0
"Vmn2r91"	0	0	0	0	0	0
"Vmn2r92"	0	0	0	0	0	0
"Vmn2r93"	0	0	0	0	0	0
"Vmn2r94"	0	0	0	0	0	0
"Vmn2r95"	0	0	0	0	0	0
"Vmn2r96"	0	0	0	5	2	0
"Vmn2r97"	0	0	0	0	0	0
"Vmn2r98"	0	0	0	0	0	0
"Vmn2r99"	0	0	0	0	0	0
"Vmo1"	0	0	1	1	2	1
"Vmp1"	3520	4519	2407	3302	3116	4151
"Vnn1"	46	33	29	48	44	60
"Vnn3"	14	8	8	4	19	6
"Vopp1"	1975	2096	1435	1701	1461	1756
"Vprbp"	1708	2113	1269	2140	1391	2064
"Vpreb1"	1	1	1	2	5	3
"Vpreb2"	0	0	0	0	0	0
"Vpreb3"	22	24	3	14	3	1
"Vps11"	1905	1931	1325	1830	1583	2202
"Vps13a"	1773	2133	1318	2103	1514	2101
"Vps13b"	1941	2353	1427	2575	1896	2739
"Vps13c"	2134	2524	1682	3237	1858	2461
"Vps13d"	4832	5670	3623	6515	4324	6355
"Vps16"	1456	1608	1079	1588	1535	1779
"Vps18"	1295	1439	1092	1253	1092	1560
"Vps25"	3020	3359	2405	3470	2584	3919
